PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,BONUS NUMBER
LOTTO MAX,146,4,06/07/2012,1,5,19,20,23,24,32,0
LOTTO MAX,146,5,06/07/2012,2,3,5,15,21,27,35,0
LOTTO MAX,146,6,06/07/2012,1,6,9,14,35,38,45,0
LOTTO MAX,146,7,06/07/2012,8,9,15,19,20,30,46,0
LOTTO MAX,146,8,06/07/2012,7,8,10,28,46,47,48,0
LOTTO MAX,146,9,06/07/2012,8,10,18,19,34,36,40,0
LOTTO MAX,146,10,06/07/2012,7,9,11,16,22,45,46,0
LOTTO MAX,146,11,06/07/2012,4,15,28,38,42,45,47,0
LOTTO MAX,146,12,06/07/2012,5,6,7,9,13,37,44,0
LOTTO MAX,146,13,06/07/2012,5,11,19,26,28,30,39,0
LOTTO MAX,146,14,06/07/2012,12,13,22,25,32,38,41,0
LOTTO MAX,146,15,06/07/2012,12,15,16,31,44,46,48,0
LOTTO MAX,146,16,06/07/2012,6,9,22,23,35,41,48,0
LOTTO MAX,146,17,06/07/2012,5,9,11,18,35,40,49,0
LOTTO MAX,146,18,06/07/2012,20,33,40,45,47,48,49,0
LOTTO MAX,146,19,06/07/2012,8,13,27,31,36,39,48,0
LOTTO MAX,146,20,06/07/2012,9,21,22,36,38,45,46,0
LOTTO MAX,146,21,06/07/2012,6,20,22,26,29,39,43,0
LOTTO MAX,146,22,06/07/2012,7,16,18,20,36,42,43,0
LOTTO MAX,146,23,06/07/2012,2,7,16,25,27,46,49,0
LOTTO MAX,146,24,06/07/2012,1,3,22,26,29,31,37,0
LOTTO MAX,146,25,06/07/2012,3,10,11,22,26,37,39,0
LOTTO MAX,146,26,06/07/2012,13,31,33,36,38,39,42,0
LOTTO MAX,146,27,06/07/2012,4,10,13,16,27,37,40,0
LOTTO MAX,146,28,06/07/2012,11,25,34,39,41,44,48,0
LOTTO MAX,146,29,06/07/2012,3,10,17,20,21,25,34,0
LOTTO MAX,146,30,06/07/2012,8,11,13,17,30,31,48,0
LOTTO MAX,146,31,06/07/2012,1,5,7,14,18,21,34,0
LOTTO MAX,146,32,06/07/2012,4,11,12,20,26,36,38,0
LOTTO MAX,146,33,06/07/2012,3,5,6,11,30,40,46,0
LOTTO MAX,146,34,06/07/2012,2,20,31,36,43,44,47,0
LOTTO MAX,146,35,06/07/2012,6,10,16,19,22,25,43,0
LOTTO MAX,146,36,06/07/2012,4,16,29,32,34,42,46,0
LOTTO MAX,146,37,06/07/2012,17,25,29,32,33,35,49,0
LOTTO MAX,146,38,06/07/2012,3,14,15,17,22,27,30,0
LOTTO MAX,146,39,06/07/2012,9,16,20,23,33,42,49,0
LOTTO MAX,146,40,06/07/2012,7,8,21,26,41,48,49,0
LOTTO MAX,146,41,06/07/2012,4,5,11,13,17,23,36,0
LOTTO MAX,146,42,06/07/2012,12,14,17,18,27,28,46,0
LOTTO MAX,146,43,06/07/2012,12,19,28,34,37,40,49,0
LOTTO MAX,146,44,06/07/2012,10,11,15,23,30,31,49,0
LOTTO MAX,146,45,06/07/2012,2,3,17,18,23,34,42,0
LOTTO MAX,146,46,06/07/2012,6,33,34,35,37,41,48,0
LOTTO MAX,146,47,06/07/2012,8,12,19,20,30,32,44,0
LOTTO MAX,146,48,06/07/2012,5,8,14,18,21,27,42,0
LOTTO MAX,146,49,06/07/2012,2,6,11,13,31,33,44,0
LOTTO MAX,146,50,06/07/2012,6,12,19,28,29,30,47,0
LOTTO MAX,147,0,13/07/2012,3,13,14,23,33,36,45,7
LOTTO MAX,148,0,20/07/2012,4,7,29,35,39,43,44,46
LOTTO MAX,149,0,27/07/2012,2,20,25,26,46,47,48,44
LOTTO MAX,150,0,03/08/2012,1,2,18,26,27,39,42,33
LOTTO MAX,151,0,10/08/2012,2,15,18,19,22,27,49,40
LOTTO MAX,152,0,17/08/2012,18,19,22,27,29,36,47,25
LOTTO MAX,152,1,17/08/2012,3,7,15,25,33,39,47,0
LOTTO MAX,152,2,17/08/2012,7,10,15,16,21,23,36,0
LOTTO MAX,153,0,24/08/2012,2,3,5,22,23,32,33,8
LOTTO MAX,153,1,24/08/2012,15,17,28,30,35,37,47,0
LOTTO MAX,153,2,24/08/2012,2,8,10,26,35,37,44,0
LOTTO MAX,153,3,24/08/2012,7,16,17,29,32,33,46,0
LOTTO MAX,153,4,24/08/2012,1,9,24,29,34,46,47,0
LOTTO MAX,153,5,24/08/2012,3,4,14,28,29,40,41,0
LOTTO MAX,153,6,24/08/2012,1,14,21,30,41,42,46,0
LOTTO MAX,153,7,24/08/2012,2,9,14,21,29,31,44,0
LOTTO MAX,153,8,24/08/2012,24,30,31,33,40,41,48,0
LOTTO MAX,153,9,24/08/2012,1,11,14,16,25,32,34,0
LOTTO MAX,153,10,24/08/2012,5,16,18,29,45,48,49,0
LOTTO MAX,153,11,24/08/2012,5,23,28,29,39,40,47,0
LOTTO MAX,153,12,24/08/2012,7,10,12,23,40,48,49,0
LOTTO MAX,153,13,24/08/2012,8,9,38,42,44,48,49,0
LOTTO MAX,154,0,31/08/2012,5,12,13,28,33,37,43,44
LOTTO MAX,155,0,07/09/2012,11,14,18,20,37,41,46,8
LOTTO MAX,156,0,14/09/2012,2,27,30,31,37,46,47,21
LOTTO MAX,157,0,21/09/2012,7,8,10,11,19,34,45,44
LOTTO MAX,158,0,28/09/2012,5,6,32,33,39,42,47,9
LOTTO MAX,159,0,05/10/2012,1,12,23,27,30,31,37,33
LOTTO MAX,159,1,05/10/2012,18,19,23,30,36,42,43,0
LOTTO MAX,159,2,05/10/2012,11,22,29,38,39,40,46,0
LOTTO MAX,160,0,12/10/2012,5,7,12,15,35,45,47,40
LOTTO MAX,160,1,12/10/2012,5,9,20,31,32,39,43,0
LOTTO MAX,160,2,12/10/2012,8,16,28,31,40,43,44,0
LOTTO MAX,160,3,12/10/2012,4,7,10,16,31,36,40,0
LOTTO MAX,160,4,12/10/2012,7,8,21,25,32,40,49,0
LOTTO MAX,160,5,12/10/2012,12,15,28,33,37,44,48,0
LOTTO MAX,160,6,12/10/2012,18,23,30,40,41,44,45,0
LOTTO MAX,160,7,12/10/2012,9,13,15,16,17,44,46,0
LOTTO MAX,160,8,12/10/2012,12,16,32,34,38,39,46,0
LOTTO MAX,160,9,12/10/2012,17,31,34,37,39,43,44,0
LOTTO MAX,160,10,12/10/2012,22,23,25,27,44,45,47,0
LOTTO MAX,160,11,12/10/2012,2,5,6,11,27,35,38,0
LOTTO MAX,160,12,12/10/2012,6,9,24,28,39,42,48,0
LOTTO MAX,160,13,12/10/2012,9,14,16,21,32,39,44,0
LOTTO MAX,160,14,12/10/2012,3,16,17,21,25,33,41,0
LOTTO MAX,161,0,19/10/2012,1,2,3,15,22,37,41,6
LOTTO MAX,161,1,19/10/2012,7,16,17,26,30,31,49,0
LOTTO MAX,161,2,19/10/2012,3,13,16,33,35,37,40,0
LOTTO MAX,161,3,19/10/2012,3,13,24,26,31,32,48,0
LOTTO MAX,161,4,19/10/2012,11,12,15,17,21,24,25,0
LOTTO MAX,161,5,19/10/2012,3,17,22,27,30,37,48,0
LOTTO MAX,161,6,19/10/2012,17,20,35,36,39,40,44,0
LOTTO MAX,161,7,19/10/2012,3,4,6,19,32,45,47,0
LOTTO MAX,161,8,19/10/2012,16,20,24,30,33,37,48,0
LOTTO MAX,161,9,19/10/2012,7,9,13,20,26,34,41,0
LOTTO MAX,161,10,19/10/2012,18,23,38,39,43,44,46,0
LOTTO MAX,161,11,19/10/2012,2,18,19,24,37,43,46,0
LOTTO MAX,161,12,19/10/2012,17,20,22,28,34,40,47,0
LOTTO MAX,161,13,19/10/2012,10,17,19,26,28,29,30,0
LOTTO MAX,161,14,19/10/2012,8,10,15,18,29,40,42,0
LOTTO MAX,161,15,19/10/2012,12,14,15,16,28,29,35,0
LOTTO MAX,161,16,19/10/2012,15,22,24,26,37,42,49,0
LOTTO MAX,161,17,19/10/2012,7,21,22,33,34,37,47,0
LOTTO MAX,161,18,19/10/2012,5,10,15,19,22,32,33,0
LOTTO MAX,161,19,19/10/2012,2,14,18,21,35,36,47,0
LOTTO MAX,161,20,19/10/2012,2,14,15,17,24,31,44,0
LOTTO MAX,161,21,19/10/2012,6,8,17,20,25,40,49,0
LOTTO MAX,161,22,19/10/2012,1,2,4,6,8,17,37,0
LOTTO MAX,161,23,19/10/2012,3,6,9,17,30,37,48,0
LOTTO MAX,161,24,19/10/2012,10,14,26,36,38,46,49,0
LOTTO MAX,161,25,19/10/2012,1,10,15,16,17,44,46,0
LOTTO MAX,161,26,19/10/2012,23,24,36,38,42,45,46,0
LOTTO MAX,162,0,26/10/2012,3,4,20,25,30,35,48,23
LOTTO MAX,162,1,26/10/2012,2,8,22,35,41,47,48,0
LOTTO MAX,162,2,26/10/2012,7,22,24,25,32,42,44,0
LOTTO MAX,162,3,26/10/2012,2,11,12,20,31,36,47,0
LOTTO MAX,162,4,26/10/2012,12,13,17,18,24,35,43,0
LOTTO MAX,162,5,26/10/2012,6,9,10,13,14,24,48,0
LOTTO MAX,162,6,26/10/2012,3,11,13,14,30,39,48,0
LOTTO MAX,162,7,26/10/2012,15,18,22,24,32,38,49,0
LOTTO MAX,162,8,26/10/2012,1,4,14,21,32,48,49,0
LOTTO MAX,162,9,26/10/2012,6,21,22,26,42,43,46,0
LOTTO MAX,162,10,26/10/2012,9,17,23,39,40,41,46,0
LOTTO MAX,162,11,26/10/2012,12,16,17,20,23,36,43,0
LOTTO MAX,162,12,26/10/2012,10,21,36,37,44,46,47,0
LOTTO MAX,162,13,26/10/2012,1,19,20,32,33,45,46,0
LOTTO MAX,162,14,26/10/2012,3,12,23,24,37,42,44,0
LOTTO MAX,162,15,26/10/2012,7,8,27,33,38,39,49,0
LOTTO MAX,162,16,26/10/2012,16,17,19,23,24,39,43,0
LOTTO MAX,162,17,26/10/2012,15,24,25,30,37,44,49,0
LOTTO MAX,162,18,26/10/2012,11,13,16,17,18,23,45,0
LOTTO MAX,162,19,26/10/2012,6,9,17,19,38,44,45,0
LOTTO MAX,162,20,26/10/2012,3,7,8,14,17,28,37,0
LOTTO MAX,162,21,26/10/2012,4,19,26,33,34,45,47,0
LOTTO MAX,162,22,26/10/2012,7,8,12,16,39,44,47,0
LOTTO MAX,162,23,26/10/2012,1,15,31,37,41,42,46,0
LOTTO MAX,162,24,26/10/2012,4,18,21,22,35,43,45,0
LOTTO MAX,162,25,26/10/2012,4,10,13,20,39,41,45,0
LOTTO MAX,162,26,26/10/2012,21,29,32,35,36,44,49,0
LOTTO MAX,162,27,26/10/2012,8,12,17,21,27,36,41,0
LOTTO MAX,162,28,26/10/2012,11,26,32,38,39,42,49,0
LOTTO MAX,162,29,26/10/2012,3,12,35,38,39,41,47,0
LOTTO MAX,162,30,26/10/2012,1,22,23,28,34,41,46,0
LOTTO MAX,162,31,26/10/2012,7,8,10,24,26,38,49,0
LOTTO MAX,162,32,26/10/2012,6,10,28,31,37,38,39,0
LOTTO MAX,162,33,26/10/2012,4,10,12,28,32,34,41,0
LOTTO MAX,162,34,26/10/2012,5,6,8,23,37,47,48,0
LOTTO MAX,162,35,26/10/2012,11,14,18,27,36,45,47,0
LOTTO MAX,162,36,26/10/2012,3,4,23,28,30,33,34,0
LOTTO MAX,162,37,26/10/2012,7,8,11,16,30,32,47,0
LOTTO MAX,162,38,26/10/2012,11,23,27,28,29,34,49,0
LOTTO MAX,162,39,26/10/2012,4,5,11,25,32,46,47,0
LOTTO MAX,162,40,26/10/2012,10,12,15,17,21,24,29,0
LOTTO MAX,162,41,26/10/2012,1,5,7,21,24,29,49,0
LOTTO MAX,162,42,26/10/2012,12,15,17,39,42,44,48,0
LOTTO MAX,162,43,26/10/2012,5,20,29,31,37,42,47,0
LOTTO MAX,162,44,26/10/2012,5,6,7,23,28,38,41,0
LOTTO MAX,162,45,26/10/2012,4,9,13,19,26,35,47,0
LOTTO MAX,162,46,26/10/2012,3,14,22,35,36,38,48,0
LOTTO MAX,162,47,26/10/2012,3,18,23,33,40,46,49,0
LOTTO MAX,162,48,26/10/2012,9,11,25,29,42,45,49,0
LOTTO MAX,162,49,26/10/2012,1,9,13,23,35,37,49,0
LOTTO MAX,162,50,26/10/2012,1,9,17,19,21,28,37,0
LOTTO MAX,163,0,02/11/2012,1,2,5,26,29,36,47,13
LOTTO MAX,163,1,02/11/2012,5,7,8,9,17,40,42,0
LOTTO MAX,163,2,02/11/2012,4,11,21,22,35,36,45,0
LOTTO MAX,163,3,02/11/2012,23,27,32,34,35,41,42,0
LOTTO MAX,163,4,02/11/2012,5,7,8,10,20,46,49,0
LOTTO MAX,163,5,02/11/2012,1,8,15,17,22,25,38,0
LOTTO MAX,163,6,02/11/2012,8,11,14,26,33,34,36,0
LOTTO MAX,163,7,02/11/2012,1,11,16,22,23,30,40,0
LOTTO MAX,163,8,02/11/2012,5,16,29,34,37,38,47,0
LOTTO MAX,163,9,02/11/2012,1,20,22,32,35,42,44,0
LOTTO MAX,163,10,02/11/2012,3,11,21,23,26,36,38,0
LOTTO MAX,163,11,02/11/2012,1,3,14,31,39,43,47,0
LOTTO MAX,163,12,02/11/2012,4,25,27,29,38,40,49,0
LOTTO MAX,163,13,02/11/2012,6,7,11,12,17,29,45,0
LOTTO MAX,163,14,02/11/2012,5,11,17,23,24,35,39,0
LOTTO MAX,163,15,02/11/2012,4,6,37,42,44,45,48,0
LOTTO MAX,163,16,02/11/2012,8,13,20,23,37,38,45,0
LOTTO MAX,163,17,02/11/2012,6,14,24,26,28,36,47,0
LOTTO MAX,163,18,02/11/2012,5,13,16,18,21,43,44,0
LOTTO MAX,163,19,02/11/2012,3,18,21,24,29,37,47,0
LOTTO MAX,163,20,02/11/2012,6,14,15,21,27,30,46,0
LOTTO MAX,163,21,02/11/2012,4,7,12,13,19,24,39,0
LOTTO MAX,163,22,02/11/2012,2,14,15,31,33,45,48,0
LOTTO MAX,163,23,02/11/2012,13,18,21,23,27,44,46,0
LOTTO MAX,163,24,02/11/2012,6,13,15,36,39,41,49,0
LOTTO MAX,163,25,02/11/2012,15,27,37,40,41,42,44,0
LOTTO MAX,163,26,02/11/2012,1,8,10,17,19,25,48,0
LOTTO MAX,163,27,02/11/2012,1,8,18,29,30,31,47,0
LOTTO MAX,163,28,02/11/2012,9,24,34,39,43,44,45,0
LOTTO MAX,163,29,02/11/2012,14,20,24,25,35,44,49,0
LOTTO MAX,163,30,02/11/2012,9,12,21,26,31,38,47,0
LOTTO MAX,163,31,02/11/2012,3,12,15,17,33,42,49,0
LOTTO MAX,163,32,02/11/2012,4,6,24,31,40,41,49,0
LOTTO MAX,163,33,02/11/2012,8,10,31,35,40,46,48,0
LOTTO MAX,163,34,02/11/2012,14,15,28,33,39,47,49,0
LOTTO MAX,163,35,02/11/2012,4,6,9,10,32,42,45,0
LOTTO MAX,163,36,02/11/2012,10,11,12,14,19,23,41,0
LOTTO MAX,163,37,02/11/2012,4,12,13,25,35,40,45,0
LOTTO MAX,163,38,02/11/2012,9,11,14,15,28,35,47,0
LOTTO MAX,163,39,02/11/2012,1,4,8,13,30,34,46,0
LOTTO MAX,163,40,02/11/2012,2,10,11,15,20,21,22,0
LOTTO MAX,163,41,02/11/2012,4,6,25,35,39,44,46,0
LOTTO MAX,163,42,02/11/2012,5,17,27,30,33,38,42,0
LOTTO MAX,163,43,02/11/2012,1,3,18,21,30,41,47,0
LOTTO MAX,163,44,02/11/2012,4,7,15,18,27,30,34,0
LOTTO MAX,163,45,02/11/2012,8,12,24,33,38,44,45,0
LOTTO MAX,163,46,02/11/2012,3,29,30,32,41,43,45,0
LOTTO MAX,163,47,02/11/2012,1,14,17,21,27,43,45,0
LOTTO MAX,163,48,02/11/2012,6,17,22,30,33,40,46,0
LOTTO MAX,163,49,02/11/2012,2,10,17,33,34,39,49,0
LOTTO MAX,163,50,02/11/2012,1,4,6,7,8,16,35,0
LOTTO MAX,164,0,09/11/2012,8,9,11,22,24,42,46,13
LOTTO MAX,165,0,16/11/2012,1,5,9,19,27,35,48,30
LOTTO MAX,166,0,23/11/2012,6,8,10,17,28,29,38,34
LOTTO MAX,166,1,23/11/2012,3,5,7,13,39,47,48,0
LOTTO MAX,166,2,23/11/2012,6,13,20,35,42,43,49,0
LOTTO MAX,167,0,30/11/2012,3,10,13,23,31,41,45,33
LOTTO MAX,167,1,30/11/2012,3,12,17,22,36,44,45,0
LOTTO MAX,167,2,30/11/2012,12,17,18,32,42,46,47,0
LOTTO MAX,167,3,30/11/2012,4,10,15,16,30,39,42,0
LOTTO MAX,167,4,30/11/2012,4,6,11,14,27,37,39,0
LOTTO MAX,167,5,30/11/2012,3,14,16,25,29,30,37,0
LOTTO MAX,167,6,30/11/2012,11,19,30,35,40,41,48,0
LOTTO MAX,167,7,30/11/2012,2,4,9,16,29,31,39,0
LOTTO MAX,167,8,30/11/2012,10,27,28,29,30,42,44,0
LOTTO MAX,167,9,30/11/2012,9,14,15,32,34,35,44,0
LOTTO MAX,167,10,30/11/2012,7,19,32,37,38,47,49,0
LOTTO MAX,167,11,30/11/2012,2,6,18,20,22,35,41,0
LOTTO MAX,167,12,30/11/2012,15,20,22,25,37,45,46,0
LOTTO MAX,167,13,30/11/2012,1,9,15,22,37,39,49,0
LOTTO MAX,167,14,30/11/2012,1,3,26,28,36,44,49,0
LOTTO MAX,167,15,30/11/2012,1,3,11,14,16,31,45,0
LOTTO MAX,168,0,07/12/2012,5,11,22,29,38,42,49,33
LOTTO MAX,169,0,14/12/2012,3,6,10,33,39,48,49,18
LOTTO MAX,170,0,21/12/2012,7,8,17,18,20,40,41,33
LOTTO MAX,170,1,21/12/2012,2,10,15,17,34,40,47,0
LOTTO MAX,170,2,21/12/2012,3,10,21,27,30,33,44,0
LOTTO MAX,171,0,28/12/2012,1,9,25,28,32,41,48,12
LOTTO MAX,172,0,04/01/2013,3,6,16,23,27,28,34,22
LOTTO MAX,173,0,11/01/2013,2,25,26,37,39,48,49,40
LOTTO MAX,174,0,18/01/2013,8,16,17,28,32,34,47,19
LOTTO MAX,175,0,25/01/2013,1,18,19,29,31,32,46,36
LOTTO MAX,176,0,01/02/2013,5,9,10,32,37,44,46,38
LOTTO MAX,177,0,08/02/2013,3,8,13,30,38,45,47,10
LOTTO MAX,178,0,15/02/2013,14,23,24,25,28,41,45,37
LOTTO MAX,179,0,22/02/2013,5,12,24,31,39,45,49,35
LOTTO MAX,180,0,01/03/2013,1,2,5,6,38,39,46,33
LOTTO MAX,181,0,08/03/2013,9,15,17,28,35,39,41,36
LOTTO MAX,182,0,15/03/2013,9,16,17,19,22,41,43,12
LOTTO MAX,183,0,22/03/2013,7,12,16,19,21,24,47,34
LOTTO MAX,184,0,29/03/2013,8,11,12,13,22,33,47,7
LOTTO MAX,185,0,05/04/2013,2,14,15,17,24,38,40,31
LOTTO MAX,186,0,12/04/2013,3,6,37,40,42,44,48,18
LOTTO MAX,187,0,19/04/2013,2,3,8,20,28,31,34,42
LOTTO MAX,188,0,26/04/2013,10,13,15,18,25,36,47,40
LOTTO MAX,189,0,03/05/2013,4,6,21,26,30,34,35,39
LOTTO MAX,190,0,10/05/2013,3,10,19,21,27,35,36,49
LOTTO MAX,191,0,17/05/2013,8,18,21,27,33,46,49,26
LOTTO MAX,192,0,24/05/2013,9,19,21,24,39,43,48,6
LOTTO MAX,193,0,31/05/2013,5,7,10,15,22,45,47,23
LOTTO MAX,194,0,07/06/2013,5,19,24,34,35,38,43,8
LOTTO MAX,195,0,14/06/2013,2,12,15,18,21,22,25,5
LOTTO MAX,196,0,21/06/2013,2,9,12,13,27,28,36,20
LOTTO MAX,197,0,28/06/2013,2,7,15,38,43,44,47,1
LOTTO MAX,198,0,05/07/2013,5,12,15,39,44,46,49,18
LOTTO MAX,199,0,12/07/2013,14,16,17,36,45,46,48,7
LOTTO MAX,200,0,19/07/2013,3,17,19,20,34,35,43,4
LOTTO MAX,201,0,26/07/2013,5,9,12,18,24,35,42,17
LOTTO MAX,202,0,02/08/2013,2,9,23,29,30,34,43,40
LOTTO MAX,203,0,09/08/2013,6,15,19,26,43,44,49,30
LOTTO MAX,204,0,16/08/2013,2,6,20,22,30,34,49,45
LOTTO MAX,205,0,23/08/2013,5,6,10,17,22,36,48,3
LOTTO MAX,206,0,30/08/2013,6,19,20,25,31,35,36,45
LOTTO MAX,207,0,06/09/2013,1,7,23,36,37,39,41,33
LOTTO MAX,208,0,13/09/2013,2,6,12,15,16,22,49,46
LOTTO MAX,209,0,20/09/2013,2,14,15,24,40,43,44,45
LOTTO MAX,210,0,27/09/2013,10,11,18,24,26,42,47,45
LOTTO MAX,211,0,04/10/2013,12,16,19,20,28,34,42,9
LOTTO MAX,212,0,11/10/2013,7,8,9,16,21,28,48,29
LOTTO MAX,213,0,18/10/2013,10,26,28,33,34,35,40,12
LOTTO MAX,214,0,25/10/2013,13,16,24,29,33,40,49,28
LOTTO MAX,215,0,01/11/2013,11,12,16,22,30,32,49,35
LOTTO MAX,216,0,08/11/2013,7,8,10,15,24,26,41,12
LOTTO MAX,217,0,15/11/2013,1,3,10,15,25,28,31,7
LOTTO MAX,218,0,22/11/2013,2,24,35,38,39,41,48,20
LOTTO MAX,219,0,29/11/2013,3,6,19,31,34,42,45,30
LOTTO MAX,220,0,06/12/2013,3,4,11,18,37,42,44,47
LOTTO MAX,221,0,13/12/2013,6,16,24,32,36,45,47,25
LOTTO MAX,222,0,20/12/2013,2,13,18,24,27,37,43,14
LOTTO MAX,223,0,27/12/2013,1,6,9,11,17,37,39,32
LOTTO MAX,224,0,03/01/2014,7,16,31,35,39,44,48,42
LOTTO MAX,225,0,10/01/2014,12,28,31,38,40,41,45,15
LOTTO MAX,226,0,17/01/2014,4,9,18,32,35,38,40,12
LOTTO MAX,227,0,24/01/2014,7,10,15,23,30,36,44,45
LOTTO MAX,228,0,31/01/2014,6,10,16,27,38,40,45,39
LOTTO MAX,229,0,07/02/2014,13,19,37,38,40,43,48,46
LOTTO MAX,230,0,14/02/2014,6,8,11,16,17,19,24,29
LOTTO MAX,231,0,21/02/2014,1,10,16,23,29,35,39,46
LOTTO MAX,232,0,28/02/2014,4,7,20,22,26,28,29,47
LOTTO MAX,233,0,07/03/2014,1,6,7,16,22,31,33,25
LOTTO MAX,234,0,14/03/2014,3,4,5,7,31,33,40,49
LOTTO MAX,235,0,21/03/2014,1,2,4,21,23,35,40,5
LOTTO MAX,236,0,28/03/2014,8,15,16,21,31,37,39,20
LOTTO MAX,237,0,04/04/2014,19,30,33,34,36,41,48,11
LOTTO MAX,238,0,11/04/2014,1,3,14,33,35,39,45,28
LOTTO MAX,239,0,18/04/2014,9,16,24,30,39,40,45,14
LOTTO MAX,240,0,25/04/2014,3,9,24,25,28,36,40,48
LOTTO MAX,241,0,02/05/2014,6,15,18,19,25,44,46,28
LOTTO MAX,242,0,09/05/2014,5,7,29,35,39,41,49,14
LOTTO MAX,243,0,16/05/2014,12,13,16,30,32,35,37,7
LOTTO MAX,244,0,23/05/2014,3,11,16,24,31,39,43,2
LOTTO MAX,245,0,30/05/2014,2,5,10,11,23,25,31,46
LOTTO MAX,246,0,06/06/2014,3,5,17,30,36,47,49,31
LOTTO MAX,247,0,13/06/2014,12,16,24,29,36,40,47,44
LOTTO MAX,248,0,20/06/2014,12,17,32,36,43,44,49,4
LOTTO MAX,249,0,27/06/2014,4,6,7,16,18,40,46,34
LOTTO MAX,250,0,04/07/2014,5,10,11,20,26,38,46,44
LOTTO MAX,251,0,11/07/2014,1,6,10,16,18,21,31,5
LOTTO MAX,252,0,18/07/2014,1,3,16,33,34,40,42,2
LOTTO MAX,253,0,25/07/2014,7,9,24,30,35,42,43,36
LOTTO MAX,254,0,01/08/2014,1,2,5,10,11,25,34,36
LOTTO MAX,255,0,08/08/2014,6,9,16,19,20,24,30,31
LOTTO MAX,256,0,15/08/2014,9,16,17,27,32,38,47,37
LOTTO MAX,257,0,22/08/2014,13,16,22,26,35,36,39,44
LOTTO MAX,258,0,29/08/2014,1,23,26,33,35,38,42,18
LOTTO MAX,259,0,05/09/2014,3,8,11,20,28,36,38,26
LOTTO MAX,260,0,12/09/2014,5,6,8,13,24,37,46,30
LOTTO MAX,261,0,19/09/2014,4,7,8,10,16,20,36,27
LOTTO MAX,262,0,26/09/2014,2,3,5,18,37,38,46,33
LOTTO MAX,263,0,03/10/2014,7,15,24,25,27,43,47,22
LOTTO MAX,264,0,10/10/2014,5,13,18,28,31,38,44,46
LOTTO MAX,265,0,17/10/2014,18,19,32,36,38,40,43,1
LOTTO MAX,266,0,24/10/2014,8,27,30,32,34,35,42,17
LOTTO MAX,267,0,31/10/2014,3,12,25,30,42,44,45,26
LOTTO MAX,268,0,07/11/2014,1,3,6,8,14,20,30,28
LOTTO MAX,269,0,14/11/2014,2,5,7,13,15,30,38,27
LOTTO MAX,270,0,21/11/2014,6,18,19,26,37,39,47,21
LOTTO MAX,271,0,28/11/2014,3,4,7,12,17,26,34,1
LOTTO MAX,272,0,05/12/2014,10,14,15,16,42,45,48,49
LOTTO MAX,273,0,12/12/2014,2,14,30,34,38,47,48,16
LOTTO MAX,274,0,19/12/2014,3,6,13,17,22,25,43,47
LOTTO MAX,275,0,26/12/2014,15,20,29,39,40,43,46,12
LOTTO MAX,276,0,02/01/2015,8,9,14,19,28,31,46,48
LOTTO MAX,277,0,09/01/2015,3,7,12,18,31,33,35,26
LOTTO MAX,278,0,16/01/2015,6,29,30,31,36,42,45,32
LOTTO MAX,279,0,23/01/2015,1,14,15,18,26,42,48,39
LOTTO MAX,280,0,30/01/2015,10,15,21,28,32,36,37,9
LOTTO MAX,281,0,06/02/2015,1,5,7,13,14,33,46,47
LOTTO MAX,282,0,13/02/2015,6,9,18,22,25,32,44,46
LOTTO MAX,283,0,20/02/2015,26,34,38,41,46,48,49,10
LOTTO MAX,284,0,27/02/2015,4,12,16,27,37,39,44,32
LOTTO MAX,285,0,06/03/2015,2,8,9,10,24,26,41,37
LOTTO MAX,286,0,13/03/2015,2,8,10,15,17,20,24,14
LOTTO MAX,287,0,20/03/2015,7,10,16,35,36,42,45,24
LOTTO MAX,288,0,27/03/2015,3,7,15,23,29,31,45,46
LOTTO MAX,289,0,03/04/2015,10,11,23,28,32,34,41,29
LOTTO MAX,290,0,10/04/2015,7,8,16,18,24,25,46,37
LOTTO MAX,291,0,17/04/2015,7,11,14,15,19,30,41,22
LOTTO MAX,292,0,24/04/2015,3,37,38,40,42,43,46,12
LOTTO MAX,293,0,01/05/2015,6,18,20,37,40,44,46,49
LOTTO MAX,294,0,08/05/2015,1,7,17,27,32,44,48,18
LOTTO MAX,295,0,15/05/2015,16,23,24,25,40,46,47,17
LOTTO MAX,296,0,22/05/2015,1,4,21,24,29,30,46,25
LOTTO MAX,297,0,29/05/2015,1,30,38,39,44,45,47,43
LOTTO MAX,298,0,05/06/2015,2,10,13,16,30,33,48,44
LOTTO MAX,299,0,12/06/2015,4,7,11,19,34,38,48,45
LOTTO MAX,300,0,19/06/2015,7,14,15,16,21,30,41,17
LOTTO MAX,301,0,26/06/2015,2,4,16,23,30,32,46,38
LOTTO MAX,302,0,03/07/2015,1,6,30,40,46,47,49,37
LOTTO MAX,303,0,10/07/2015,12,14,23,25,31,38,40,36
LOTTO MAX,304,0,17/07/2015,23,24,29,36,42,43,49,38
LOTTO MAX,305,0,24/07/2015,2,4,11,19,28,29,38,42
LOTTO MAX,306,0,31/07/2015,2,5,27,32,35,42,46,48
LOTTO MAX,307,0,07/08/2015,5,13,20,37,39,40,41,28
LOTTO MAX,308,0,14/08/2015,1,15,17,25,34,40,41,38
